severity,category,issue,details,recommendation,source
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 23°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 11°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223194633_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2628°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 164 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 16°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223194633_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 25 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 23 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 82°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 24°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 80°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120122929_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 4849°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 1524 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260120122929_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 77 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 52 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 80°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251028150616_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 872°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 76°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251028150616_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 5583°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 9155 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251028150616_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±84 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",VOLVO_989347712041_20251223144202_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 12 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223144202_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 29 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251020083154_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±63 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",VOLVO_989347712041_20251223125304_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 10 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223125304_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 253 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20260111101808_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 46 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223134652_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 11 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223144352_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 9 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223124125_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 21 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223133706_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 13 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223123050_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 66 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223114913_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±64 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",VOLVO_989347712041_20251223122901_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 15 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251223122901_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 66 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",VOLVO_989347712041_20251020123059_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 532 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",GM_989347712041_20260314142427_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±97 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",GM_989347712041_20260314142427_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 11 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",GM_989347712041_20260314142427_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±174 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",GM_989347712041_20260314102720_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 52 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",GM_989347712041_20260314102720_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 49 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",GM_989347712041_20260314082915_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±186 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",GM_989347712041_20260314142055_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 7 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",GM_989347712041_20260314142055_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 43 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",GM_989347712041_20260314085627_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±132 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",GM_989347712041_20260314083419_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 8 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",GM_989347712041_20260314083419_clean.csv
CRITICAL,Ignition/Fuel System,"Multiple Cylinder Misfire (Cylinders: 7, 2, 8, 3, 4, 6)","6 cylinders affected, 1066 total misfires","Multiple cylinders affected - Check:
  1. Fuel pressure (low pressure affects all cylinders)
  2. Air intake system (vacuum leaks, MAF sensor)
  3. Engine timing (timing chain/belt)
  4. Compression test on all cylinders
  5. Fuel quality (water in fuel, bad gas)",VIN: 1GKFK16368J144884
